id,taxonomy_recordid,taxonomy_name,taxonomy_parent_name,taxonomy_grandparent_name,taxonomy_vocabulary,taxonomy_x_description,taxonomy_x_notes,taxonomy_services,taxonomy_parent_recordid,taxonomy_facet,category_id,taxonomy_id,flag
1097,263,"Family Law",,,,,,,,Service,FT-3000,FT-3000,
1098,1156,"Elder Law",,,,,,,,Service,FT-2450,FT-2450,
1099,708,"Benefits Assistance",,,,,,,,Service,FT-1000,FT-1000,
1100,1159,"Automobile Payment Assistance",,,,,,,,Service,BT-8300.0900,BT-8300.0900,
1101,1160,"Automobile Insurance Payment Assistance",,,,,,,,Service,BT-8300.0850,BT-8300.0850,
1102,219,"Gas Service Payment Assistance",,"Emergency Assistance (Utility/Financial Assistance)",,,,,,Service,BV-8900.9300-250,BV-8900.9300-250,modified
1103,1185,"Continuing Education",,,,,,,,Service,HH-0500.1600,HH-0500.1600,
1104,645,"Kidney Screening",,"Diagnostic Centers",,,,,,Service,LF-4900.4000,LF-4900.4000,modified
1105,1174,"Day Cruises",,,,,,,,Service,PL-7600.9200-200,PL-7600.9200-200,
1106,572,"Therapeutic Foster Homes",,"Foster Parents",,,,,,"Organization/Facility Type",PH-6300.8500,PH-6300.8500,modified
1107,1239,"Private All Grade Day Schools",,,,,,,,"Organization/Facility Type",HD-6500.6600-550,HD-6500.6600-550,
1108,768,"Dental Care Expense Assistance",,Health,,,,,,Service,LH-5100.1700,LH-5100.1700,
1109,1479,"Painting/Drawing Clubs",,,,,,,,"Organization/Facility Type",PS-8200.0550-650,PS-8200.0550-650,
1110,1411,"Plasma Donation Centers",,Health,,,,,,"Organization/Facility Type",LH-0500.0900-600,LH-0500.0900-600,
1111,1419,"Small Claims Advisory Programs",,,,,,,,Service,FT-8100,FT-8100,
1112,1112,"Family Based Services","Individual and Family Life",,"Open211 Miami - AIRS",,,,P,Service,PH-2360,PH-2360,
1113,1277,"Escort Programs",,,,,,,,Service,PH-2200,PH-2200,
1114,1129,"Children's In Home Respite Care",,,,,,,,Service,PH-7000.3300-140,PH-7000.3300-140,
1115,396,"Adult Psychiatry",,"Mental Health",,,,,,Service,RP-6400.0200,RP-6400.0200,
1116,580,Gastroenterology,,Health,,,,,,Service,LV-3300.2800,LV-3300.2800,
1117,1485,"Disaster Unemployment Assistance",,,,,,,,Service,TH-2600.1850,TH-2600.1850,
1118,1486,"Test Preparation",,,,,,,,Service,HL-8500,HL-8500,
1119,389,"School Based Integrated Services",,,,,,,,Service,PH-2360.8000,PH-2360.8000,
1120,1360,"Sexual Assault/Incest Support Groups",,"Sexual Abuse",,,,,,"Organization/Facility Type",PN-8100.0200-800,PN-8100.0200-800,modified
1121,1488,"Life Care Planning",,,,,,,,Service,FT-2700.4400,FT-2700.4400,
1122,472,"Trauma Care",,Health,,,,,,Service,LD-8450,LD-8450,
1123,471,"Integrated Dual Diagnosis Treatment",,"Mental Health",,,,,,Service,RP-6400.8000-330,RP-6400.8000-330,
1124,599,"Child Care Provider Referrals",,"Child Care",,,,,,Service,PH-2400.1500,PH-2400.1500,modified
1125,1489,"Adult Mentoring Programs",,,,,,,,Service,PH-1400.5000-050,PH-1400.5000-050,
1126,1060,"State Prisons",,,,,,,,"Organization/Facility Type",FF-1500.8200,FF-1500.8200,
1127,1256,"Gender Identity Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-260,RP-1400.8000-260,
1128,1386,"Infant Massage Instruction",,,,,,,,Service,PH-6100.3400,PH-6100.3400,
1129,1248,"Prepared Childbirth",,Health,,,,,,Service,LJ-5000.1500-650,LJ-5000.1500-650,
1130,1387,"Vaginal Birth After Cesarean Classes",,Health,,,,,,Service,LJ-5000.1500-900,LJ-5000.1500-900,
1131,1490,"Crisis Residential Treatment",,"Mental Health",,,,,,Service,RP-1500.1500,RP-1500.1500,
1132,1491,"Naltrexone Based MAT Programs",,"Mental Health",,,,,,Service,RX-8450.5000-600,RX-8450.5000-600,
1133,1462,"Special Education Classes/Centers",,,,,,,,"Organization/Facility Type",HH-8000.8000,HH-8000.8000,
1134,1492,"Private Special Day Schools",,,,,,,,"Organization/Facility Type",HH-8000.6000-650,HH-8000.6000-650,
1135,1439,"Allergy Testing",,Health,,,,,,Service,LF-4900.0450,LF-4900.0450,
1136,579,"Children's/Adolescent Residential Treatment Facilities",,"Mental Health",,,,,,"Organization/Facility Type",RM-7000.1500,RM-7000.1500,
1137,693,"Group Homes for Dependent Children",,,,,,,,"Organization/Facility Type",PH-6300.2500,PH-6300.2500,
1138,673,"Comprehensive Family Law Services",,"Family Law Matters",,,,,,Service,FT-3000.1640,FT-3000.1640,modified
1139,823,"Parochial Elementary Schools",,,,,,,,"Organization/Facility Type",HD-6500.6500-550,HD-6500.6500-550,
1140,1493,"Active Shooter Incident Preparedness Information",,,,,,,,Service,JR-8200.6500-030,JR-8200.6500-030,
1141,1494,"SSI Appeals/Complaints",,,,,,,,"Named Programs",NL-1000.8100-800,NL-1000.8100-800,
1142,1495,"Social Security Disability Insurance Appeals/Complaints",,,,,,,,"Named Programs",NS-1800.8000-800,NS-1800.8000-800,
1143,1496,"Durable Power of Attorney for Asset Management",,,,,,,,Service,FT-2700.1700,FT-2700.1700,
1144,1497,"Trust Preparation Assistance",,,,,,,,Service,FT-2700.8600,FT-2700.8600,
1145,1498,"Will Preparation Assistance",,,,,,,,Service,FT-2700.9500,FT-2700.9500,
1146,1040,"Life Coaching",,,,,,,,Service,PH-6200.4550,PH-6200.4550,
1147,1029,"College/University Entrance Support",,,,,,,,Service,HL-2500.1500,HL-2500.1500,
1148,1505,"Extreme Cold Weather Shelters",,,,,,,,"Organization/Facility Type",BH-1800.8500-185,BH-1800.8500-185,
1149,591,"Bathing Facilities",,,,,,,,"Public or private organizations that provide showers, baths or o",BM-6500.6500-150,BM-6500.6500-150,
1150,1506,"Laundry Facilities",,,,,,,,"Organization/Facility Type",BM-6500.6500-450,BM-6500.6500-450,
1151,1507,"Student Loans",,,,,,,,Service,HL-8000.8100,HL-8000.8100,
1152,748,"First Offender DUI Programs",,"Mental Health",,,,,,Service,RX-1750.2000,RX-1750.2000,
1153,1392,"Post Disaster Legal Counseling Services",,,,,,,,Service,TH-2900.6800,TH-2900.6800,
1154,1412,"Weight Management",,Health,,,,,,Service,LT-9500,LT-9500,
1155,808,"Youth Job Development",,,,,,,,Service,ND-3400.9500,ND-3400.9500,
1156,160,"311 Services",,,,,,,,Service,TJ-3200.2500-850,TJ-3200.2500-850,
1157,1522,"TRICARE Extra",,,,,,,,"Named Programs",NS-8000.9000-750,NS-8000.9000-750,
1158,178,Detoxification,,"Mental Health",,,,,,Service,RX-1700,RX-1700,
1159,186,"Hospice Care",,Health,,,,,,Service,LT-3000,LT-3000,
1160,194,"Disaster Loans",,,,,,,,Service,TH-2900.1750,TH-2900.1750,
1161,1190,"Inpatient Mental Health Facilities",,"Mental Health",,,,,,"Organization/Facility Type",RM-3300,RM-3300,
1162,381,"Government Information Lines",,,,,,,,Service,TJ-3200.2500,TJ-3200.2500,
1163,404,"Birth Orientation Programs",,Health,,,,,,Service,LJ-5000.1500-070,LJ-5000.1500-070,
1164,405,"Early Pregnancy Classes",,Health,,,,,,Service,LJ-5000.1500-180,LJ-5000.1500-180,
1165,993,"Book Fairs",,,,,,,,Service,TA-3000.0800,TA-3000.0800,
1166,982,"Delousing/Body Parasite Treatment",,Health,,,,,,Service,LT-1750.1680,LT-1750.1680,
1167,942,"Housing Search and Information",,Housing,,,,,,Service,BH-3900,BH-3900,modified
1168,983,"Visiting Physician Services",,Health,,,,,,Service,LT-2800.9000,LT-2800.9000,
1169,1003,"Federal Emergency Management Agency Offices",,,,,,,,"Named Programs",TH-1500.2000,TH-1500.2000,
1170,1269,"At Risk/Homeless Housing Related Assistance Programs",,Housing,,,,,,Service,BH-0500,BH-0500,modified
1171,431,"Eating Disorders Treatment",,"Mental Health",,,,,,Service,RP-6400.1900,RP-6400.1900,
1172,1447,"Veteran Outpatient Clinics",,Health,,,,,,"Organization/Facility Type",LN-9000,LN-9000,
1173,1480,"Electric Service Maintenance/Repair",,,,,,,,Service,BV-8950.1800-190,BV-8950.1800-190,
1174,586,"Death and Dying",,,,,,,,Service,PH-6200.1800,PH-6200.1800,
1175,943,"Housing Expense Assistance",,Housing,,,,,,Service,BH-3800,BH-3800,modified
1176,1455,"Supportive Housing Placement/Referral",,Housing,,,,,,Service,BH-8500,BH-8500,modified
1177,1223,"Citizenship Assistance Centers",,,,,,,,"Organization/Facility Type",FT-3600.6000-150,FT-3600.6000-150,
1178,343,"Local Broadcast Television Stations",,,,,,,,"Organization/Facility Type",TJ-5500.8500-450,TJ-5500.8500-450,
1179,894,"Family Caregiver Subsidies",,,,,,,,Service,NL-3000.1900,NL-3000.1900,
1180,1341,"Long Distance Bus Fare",,,,,,,,Service,BT-8300.1000-450,BT-8300.1000-450,
1181,1328,"Local Bus Fare",,,,,,,,Service,BT-8300.1000-400,BT-8300.1000-400,
1182,1342,"Gas Money",,,,,,,,Service,BT-8300.2500,BT-8300.2500,
1183,1232,"Student Disability Services",,,,,,,,Service,HL-8120.7980,HL-8120.7980,
1184,1099,"General Furniture Provision",,,,,,,,Service,BM-3000.2000-250,BM-3000.2000-250,
1185,1000,"Wage Garnishment Assistance",,,,,,,,Service,FT-9400,FT-9400,
1186,1043,"Community Involvement Programs",,,,,,,,Service,TQ-1500,TQ-1500,
1187,1271,"Emotions Anonymous Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.4500-200,PN-8100.4500-200,
1188,674,"Specialized Counseling Services",,"Mental Health",,,,,,Service,RP-1400.8000,RP-1400.8000,
1189,559,"Food Banks/Food Distribution Warehouses",,,,,,,,"Organization/Facility Type",BD-1875.2000,BD-1875.2000,
1190,811,"Autism Therapy",,Health,,,,,,Service,LR-0450,LR-0450,
1191,1019,"Orientation and Mobility Training",,Health,,,,,,Service,LR-6400,LR-6400,
1192,1249,"Disaster Related Clothing/Emergency Supplies",,,,,,,,Service,TH-2600.1550,TH-2600.1550,
1193,1250,"Disaster Related Drinking Water",,,,,,,,Service,TH-2600.6450-195,TH-2600.6450-195,
1194,1336,Gymnasiums,,,,,,,,"Organization/Facility Type",PL-6400.7000-250,PL-6400.7000-250,
1195,594,"Stroke Rehabilitation",,Health,,,,,,Service,LR-1570.8500,LR-1570.8500,
1196,978,"Education Advocacy Groups",,,,,,,,"Organization/Facility Type",TD-1600.1770,TD-1600.1770,
1197,294,"Women's Advocacy Groups",,,,,,,,"Organization/Facility Type",TD-1600.3100-950,TD-1600.3100-950,
1198,929,"Medical Oncology",,Health,,,,,,Service,LV-3300.5000,LV-3300.5000,
1199,102,Dermatology,,Health,,,,,,Service,LV-1800,LV-1800,
1200,862,Otolaryngology,,Health,,,,,,Service,LV-6400,LV-6400,
1201,530,"Cardiovascular Medicine",,Health,,,,,,Service,LV-3300.1500,LV-3300.1500,
1202,1191,"Intravenous Medication",,Health,,,,,,Service,LT-3500,LT-3500,
1203,1192,Nephrology,,Health,,,,,,Service,LV-3300.6000,LV-3300.6000,
1204,531,"Hospital Delivery",,Health,,,,,,Service,LJ-5000.1700-320,LJ-5000.1700-320,
1205,1193,"Pathology and Laboratory Medicine",,Health,,,,,,Service,LV-6700,LV-6700,
1206,1149,Urology,,Health,,,,,,Service,LV-8300.9000,LV-8300.9000,
1207,104,"Orthopedic/Orthotic Devices",,Health,,,,,,Service,LH-0600.6500-650,LH-0600.6500-650,
1208,365,"General Health Education Programs",,Health,,,,,,Service,LH-2700.2500,LH-2700.2500,
1209,90,Optometry,,Health,,,,,,Service,LV-2400.6350,LV-2400.6350,
1210,685,"Audiological Evaluations",,Health,,,,,,Service,LR-8000.0500-030,LR-8000.0500-030,
1211,609,"Prescription Drug Patient Assistance Programs",,Health,,,,,,Service,LH-6700.6300,LH-6700.6300,
1212,948,"Dental Sealants",,Health,,,,,,Service,LV-1600.1300-150,LV-1600.1300-150,
1213,1334,Dentures,,Health,,,,,,Service,LV-1600.1750-170,LV-1600.1750-170,
1214,1210,"Cosmetic Dentistry",,Health,,,,,,Service,LV-1600.1500,LV-1600.1500,
1215,660,"Pediatric Dentistry",,Health,,,,,,Service,LV-1600.6400,LV-1600.6400,
1216,1365,"Program Evaluation",,,,,,,,Service,TP-6500.1800-700,TP-6500.1800-700,
1217,1119,"Swimming Pool Complaints",,,,,,,,Service,DD-1500.8700,DD-1500.8700,
1218,1120,"Water Quality Assurance",,,,,,,,Service,JD-6500.9500,JD-6500.9500,
1219,1121,"Beach Closures/Water Contact Advisories",,,,,,,,Service,JR-8000.6400-100,JR-8000.6400-100,
1220,1122,"Tanning Facility Complaints",,,,,,,,Service,DD-1500.8850,DD-1500.8850,
1221,1123,"Mobile Home Complaints",,,,,,,,Service,DD-1500.5900,DD-1500.5900,
1222,686,"Hearing Aid Evaluations",,Health,,,,,,Service,LF-4900.2145,LF-4900.2145,
1223,1264,"Federal Health Insurance Marketplace Call Center/Website",,Health,,,,,,Service,LH-3500.0200-200,LH-3500.0200-200,
1224,927,"Burial/Cremation Expense Assistance",,,,,,,,Service,PB-0900,PB-0900,
1225,1075,"Self Defense Training",,,,,,,,Service,FN-1500.8100,FN-1500.8100,
1226,1374,"Auditory Integration Training",,Health,,,,,,Service,LR-0450.0550,LR-0450.0550,
1227,1375,"Sensory Integration Therapy",,Health,,,,,,Service,LR-6200.8000,LR-6200.8000,
1228,1376,"Auditory/Verbal Training",,Health,,,,,,Service,LR-8000.0500-050.10,LR-8000.0500-050.10,
1229,847,"Clinical Weight Loss Programs",,Health,,,,,,Service,LT-9500.9550-100,LT-9500.9550-100,
1230,511,"Inmate Social Service Programs",,,,,,,,Service,FF-3300.3400,FF-3300.3400,
1231,512,"Criminal Offender Rights Groups",,,,,,,,"Organization/Facility Type",TD-1600.1530-140,TD-1600.1530-140,
1232,1383,"Educational Therapy",,,,,,,,Service,HL-2500.1800,HL-2500.1800,
1233,883,"Child Abuse Hotlines",,"Child Abuse",,,,,,Service,RP-1500.1400-150,RP-1500.1400-150,modified
1234,944,Sheriff,,,,,,,,"Organization/Facility Type",FL-8200,FL-8200,
1235,1306,"Maternity Clothing",,,,,,,,Service,BM-6500.1500-500,BM-6500.1500-500,
1236,1308,"Baby Clothing/Diaper Donation Programs",,,,,,,,Service,TI-1800.1500-100,TI-1800.1500-100,
1237,909,"Higher Education Awareness/Support Programs",,,,,,,,Service,HL-2500.2900,HL-2500.2900,
1238,966,"Federal Bureau of Investigation",,,,,,,,"Named Programs",FL-2000,FL-2000,
1239,596,"Cane Skills Instruction",,Health,,,,,,Service,LR-6400.1500,LR-6400.1500,
1240,597,"Blind Mobility Aids",,Health,,,,,,Service,LH-0600.5000-100,LH-0600.5000-100,
1241,598,"Eye Care Expense Assistance",,Health,,,,,,Service,LH-5100.1750,LH-5100.1750,
1242,707,"Organizational/Community/International Services",,,,,,,,Service,T,T,
1243,710,"Financial Management Support",,,,,,,,Service,TP-2100,TP-2100,
1244,590,"Adapted Clothing",,,,,,,,Service,BM-6500.1500-050,BM-6500.1500-050,
1245,1270,"Military Transition Assistance Programs",,,,,,,,Service,TM-5200,TM-5200,
1246,1150,"Infertility Services",,Health,,,,,,Service,LJ-2000.3300,LJ-2000.3300,
1247,520,"Employment Discrimination Assistance",,,,,,,,Service,FT-1800.1850,FT-1800.1850,
1248,1006,"Bee Control",,,,,,,,Service,JP-6500.6500-100,JP-6500.6500-100,
1249,502,"Adult Development Centers",,Health,,,,,,"Organization/Facility Type",LR-3100.1800-050,LR-3100.1800-050,
1250,930,Endoscopy,,Health,,,,,,Service,LF-8000.5250,LF-8000.5250,
1251,931,"Hyperbaric Chambers",,Health,,,,,,Service,LT-3200,LT-3200,
1252,933,"Pastoral Care",,Health,,,,,,Service,LH-6300.6400,LH-6300.6400,
1253,843,Karate,,,,,,,,Service,PL-7000.5800-400,PL-7000.5800-400,
1254,486,"Alcohol Use Disorder Referrals",,"Mental Health",,,,,,Service,RX-8470.8600-050,RX-8470.8600-050,
1255,487,"Drug Use Disorder Referrals",,"Mental Health",,,,,,Service,RX-8470.8600-180,RX-8470.8600-180,
1256,488,"Nursing Associations",,,,,,,,"Organization/Facility Type",TN-5000.6300,TN-5000.6300,
1257,1415,"Relief from Removal/Other Immigration Relief",,,,,,,,Service,FT-3600.6500,FT-3600.6500,
1258,1416,"Work Permits",,,,,,,,Service,ND-1600.9500,ND-1600.9500,
1259,1310,"Youth Community Service Programs",,"Community Youth Programs/Sport Activities",,,,,,Service,PS-9800.9800,PS-9800.9800,modified
1260,1207,"On the Job Training",,,,,,,,"Modality/Delivery Format",ND-2000.3500-630,ND-2000.3500-630,
1261,1279,"Health Care Discount Enrollment Programs",,Health,,,,,,Service,LH-6300.2400,LH-6300.2400,
1262,403,"Pain Management",,Health,,,,,,Service,LT-6600,LT-6600,
1263,723,"First Aid Instruction",,Health,,,,,,Service,LH-2700.2000,LH-2700.2000,
1264,12,"Personal Enrichment",,,,,,,,Service,PH-6200,PH-6200,
1265,700,"Parent/Child Instruction",,,,,,,,Service,PL-7400.6500,PL-7400.6500,
1266,701,"Intergenerational Programs",,,,,,,,Service,PS-3300,PS-3300,
1267,702,"Parent/Child Activity Groups",,,,,,,,Service,PS-6500,PS-6500,
1268,703,"Gay Straight Alliances",,,,,,,,"Organization/Facility Type",PS-8200.2350,PS-8200.2350,
1269,726,"Mosquito Control",,,,,,,,Service,JP-6500.6500-500,JP-6500.6500-500,
1270,709,"Public Assistance Programs",,,,,,,,Service,NL,NL,
1271,1177,"Cultural Awareness/Competencies Training",,,,,,,,Service,PH-6200.1700,PH-6200.1700,
1272,1179,"Community Crime Prevention Programs",,,,,,,,Service,FN-1500.1550,FN-1500.1550,
1273,1180,"Personal Property Identification Registries",,,,,,,,Service,FN-1500.1700-670,FN-1500.1700-670,
1274,972,"Property Tax Information",,,,,,,,Service,DT-8700.6500,DT-8700.6500,
1275,1189,"Business Tax Information",,,,,,,,Service,DT-8700.1000,DT-8700.1000,
1276,1187,"Motor Vehicle Registration",,,,,,,,Service,DF-7000.5500,DF-7000.5500,
1277,1188,"Disability Parking Permits",,,,,,,,Service,DF-7000.6550-170,DF-7000.6550-170,
1278,1199,"Household Safety Programs",,,,,,,,Service,JR-8200.3000,JR-8200.3000,
1279,1095,"Veteran Life Insurance",,,,,,,,"Named Programs",NS-4500.9000,NS-4500.9000,
1280,1203,"Legal Information Lines",,,,,,,,Service,TJ-3200.4500,TJ-3200.4500,
1281,1499,"Premarital Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-670,RP-1400.8000-670,
1282,1370,"Oral Health Education/Information",,Health,,,,,,Service,LH-2700.6350,LH-2700.6350,
1283,1240,"Incontinence Management Programs",,Health,,,,,,Service,LT-1750.3500,LT-1750.3500,
1284,1340,"Household Goods Donation Programs",,,,,,,,Service,TI-1800.3000,TI-1800.3000,
1285,1339,"Automobile Donation Programs",,,,,,,,Service,TI-1800.9000-050,TI-1800.9000-050,
1286,856,"Disaster Related Bereavement Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.1000-180,PN-8100.1000-180,
1287,855,"Homicide Survivors Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.1000-300,PN-8100.1000-300,
1288,893,"Disaster Food Stamps",,"Emergency Assistance (Disaster)",,,,,,Service,TH-2600.6450-170,TH-2600.6450-170,modified
1289,1267,"Small Business Health Options Programs",,Health,,,,,,Service,LH-3500.0200-800,LH-3500.0200-800,
1290,759,"Transit Visas",,,,,,,,Service,FT-3600.6250-860,FT-3600.6250-860,
1291,954,"Home Purchase/Mortgage Refinance Loans",,,,,,,,Service,BH-3500.3400,BH-3500.3400,
1292,1262,"Therapeutic Visitation",,,,,,,,Service,PH-6000.8500,PH-6000.8500,
1293,494,"Home/Community Based Care Waiver Programs",,,,,,,,"Named Programs",NL-5000.5000-800.30,NL-5000.5000-800.30,
1294,797,"Walking Programs",,,,,,,,Service,PL-6600.9450,PL-6600.9450,
1295,292,"Board/Committee Member Volunteer Opportunities",,,,,,,,Service,PX-0400.1000,PX-0400.1000,
1296,1100,"Clothing Donation Programs",,,,,,,,Service,TI-1800.1500,TI-1800.1500,
1297,827,"Tourism Development",,,,,,,,Service,TB-8700,TB-8700,
1298,1315,"Storm Window/Shutter Installation/Removal",,,,,,,,Service,PH-3300.2750-800,PH-3300.2750-800,
1299,636,"Prison Boot Camps",,,,,,,,"Organization/Facility Type",FF-0500.6530,FF-0500.6530,
1300,746,"Alternative Sentencing/Supervision",,,,,,,,Service,FF-0500,FF-0500,
1301,420,"Sighted Guide Skills Instruction",,Health,,,,,,Service,LR-6400.8000,LR-6400.8000,
1302,742,"Firearm Safety Education",,,,,,,,Service,JR-8200.2100,JR-8200.2100,
1303,744,"Driving Safety Education",,,,,,,,Service,JR-8200.8500-180,JR-8200.8500-180,
1304,1260,"Native American Traditional Healing",,Health,,,,,,Service,LT-0500.5800,LT-0500.5800,
1305,912,"Community/Nature Area Cleanup/Enhancement Projects",,,,,,,,Service,JD-2000.1500,JD-2000.1500,
1306,1261,"Spiritual Healing",,Health,,,,,,Service,LT-0500.8000,LT-0500.8000,
1307,1287,"Probate Courts",,,,,,,,"Organization/Facility Type",FC-8200.8100-650,FC-8200.8100-650,
1308,1319,"Estate Planning Assistance",,,,,,,,Service,FT-2700,FT-2700,
1309,858,"Mental Health Assessment and Treatment",,"Mental Health",,,,,,Service,RP,RP,
1310,1117,"Body Artist Complaints",,,,,,,,Service,DD-1500.1055,DD-1500.1055,
1311,1280,"Homeless School Transition Programs",,,,,,,,Service,HH-3000,HH-3000,
1312,1316,"Weatherization Programs",,,,,,,,Service,BH-3000.1800-950,BH-3000.1800-950,
1313,860,"Hospital Admissions Departments",,Health,,,,,,"Organization/Facility Type",LH-6300.4140,LH-6300.4140,
1314,1093,"Job Retraining",,,,,,,,Service,ND-2000.3480,ND-2000.3480,
1315,872,"Identity Theft Prevention",,,,,,,,Service,FN-1500.2570,FN-1500.2570,
1316,519,"Identity Theft Reporting/Recovery Programs",,,,,,,,Service,FN-1700.3200,FN-1700.3200,
1317,671,"Armed Forces Emergency Services",,,,,,,,Service,TM-0500,TM-0500,
1318,667,"Disaster Survivor Inquiries",,,,,,,,Service,TH-2600.1800,TH-2600.1800,
1319,668,"Foreign Disaster Welfare Inquiries",,,,,,,,Service,TL-3650.2000-300,TL-3650.2000-300,
1320,1182,"Adoption Related Fingerprinting",,,,,,,,Service,PH-0300.0460,PH-0300.0460,
1321,1183,"Firearm Permit Fingerprinting",,,,,,,,Service,FN-1500.1955,FN-1500.1955,
1322,1077,"Crisis Shelter",,,,,,,,Service,BH-1800.1500,BH-1800.1500,
1323,552,Kindergartens,,"Education and Training",,,,,,"Organization/Facility Type",HD-8000.1800-400,HD-8000.1800-400,modified
1324,76,"SSI Applications",,,,,,,,"Named Programs",NL-1000.8100-820,NL-1000.8100-820,
1325,1238,"New Dad Parenting Programs",,,,,,,,Service,PH-6100.1800-650,PH-6100.1800-650,
1326,946,"Live In Companions",,,,,,,,Service,PH-1400.4500,PH-1400.4500,
1327,523,"Health/Disability Related Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-300,RP-1400.8000-300,
1328,167,"In Home Adult Day Programs",,,,,,,,Service,PH-0320.3300,PH-0320.3300,
1329,1380,"Study Skills Assistance",,,,,,,,Service,HL-2500.8100,HL-2500.8100,
1330,1381,"College/University Entrance Examination Preparation",,"Tutoring and Academic Mentoring",,,,,,Service,HL-8500.1500,HL-8500.1500,modified
1331,647,"Poison Control",,Health,,,,,,Service,LH-2700.6500,LH-2700.6500,
1332,604,"Single Room Occupancy Housing",,Housing,,,,,,"Organization/Facility Type",BH-7000.4600-800,BH-7000.4600-800,modified
1333,576,"Low Cost Home Rental Listings",,,,,,,,Service,BH-3900.3050-440,BH-3900.3050-440,
1334,1206,"Domestic Violence Motel Vouchers",,"Domestic Violence",,,,,,Service,BH-1800.1500-080,BH-1800.1500-080,modified
1335,949,"Fluoride Treatments/Supplements",,Health,,,,,,Service,LV-1600.1300-200,LV-1600.1300-200,
1336,747,"Multiple Offender DUI Programs",,"Mental Health",,,,,,Service,RX-1750.5000,RX-1750.5000,
1337,1211,"Oral/Maxillofacial Surgery",,Health,,,,,,Service,LV-1600.6300,LV-1600.6300,
1338,1212,Periodontics,,Health,,,,,,Service,LV-1600.6500,LV-1600.6500,
1339,950,Orthodontics,,Health,,,,,,Service,LV-1600.6350,LV-1600.6350,
1340,1213,"Dental Bridges",,Health,,,,,,Service,LV-1600.1750-110,LV-1600.1750-110,
1341,1214,"Dental Implants",,Health,,,,,,Service,LV-1600.1750-140,LV-1600.1750-140,
1342,1215,Endodontics,,Health,,,,,,Service,LV-1600.1980,LV-1600.1980,
1343,733,"Limited Equity Housing Cooperatives",,Housing,,,,,,"Organization/Facility Type",BH-7000.8100-300,BH-7000.8100-300,modified
1344,688,"Ophthalmology Referrals",,Health,,,,,,Service,LH-2600.2000-600,LH-2600.2000-600,
1345,1388,"Sibling Birth Preparation Programs",,Health,,,,,,Service,LJ-5000.1500-800,LJ-5000.1500-800,
1346,974,"Voter Registration Drives",,,,,,,,Service,TQ-1800.8800,TQ-1800.8800,
1347,877,"Psychiatrist Complaints",,,,,,,,Service,DD-1500.7230-700,DD-1500.7230-700,
1348,879,"Psychologist Complaints",,,,,,,,Service,DD-1500.7230-720,DD-1500.7230-720,
1349,1272,"Federal Government Information Lines",,,,,,,,Service,TJ-3200.2500-200,TJ-3200.2500-200,
1350,1273,"State Government Information Lines",,,,,,,,Service,TJ-3200.2500-800,TJ-3200.2500-800,
1351,914,"Marine Mammal Protection",,,,,,,,Service,JD-1500.5000-500,JD-1500.5000-500,
1352,908,"Immigration Detention Centers",,,,,,,,"Organization/Facility Type",FF-1500.3300,FF-1500.3300,
1353,964,"Postal Service Complaints",,,,,,,,Service,DD-1500.7200,DD-1500.7200,
1354,965,"Postal Crime Reporting",,,,,,,,Service,FN-1700.6500,FN-1700.6500,
1355,521,"Sports Medicine",,Health,,,,,,Service,LV-8000,LV-8000,
1356,720,"Business Associations",,,,,,,,"Organization/Facility Type",TN-1000,TN-1000,
1357,1078,"Poison Safety Education",,,,,,,,Service,JR-8200.3000-650,JR-8200.3000-650,
1358,1358,Sailing,"Individual and Family Life",,"Open211 Miami - AIRS",,,,P,Service,PL-7000.1600-800,PL-7000.1600-800,
1359,840,Workshops/Symposiums,,,,,,,,Service,TJ-6500.9500,TJ-6500.9500,
1360,1484,"Disaster Recovery Centers",,"Emergency Assistance (Disaster)",,,,,,"Organization/Facility Type",TH-2900.1800-180,TH-2900.1800-180,modified
1361,1418,"Non-Emergency Crime Reporting",,,,,,,,Service,FN-1700.6300,FN-1700.6300,
1362,1362,"Community Development Corporations","Organizational/Community/International Services",,"Open211 Miami - AIRS",,,,T,"Organization/Facility Type",TB-1500,TB-1500,
1363,739,"Palliative Care",,Health,,,,,,Service,LT-6650,LT-6650,
1364,1285,"Juvenile Courts",,,,,,,,"Organization/Facility Type",FC-8200.3500,FC-8200.3500,
1365,1073,Boating,,,,,,,,Service,PL-7000.1600,PL-7000.1600,
1366,1421,"Specialized State Courts",,,,,,,,"Organization/Facility Type",FC-8200.8100,FC-8200.8100,
1367,1420,"Probate Petition Filing Offices",,,,,,,,"Organization/Facility Type",FJ-1600.6500,FJ-1600.6500,
1368,1422,"Pretrial Service Agencies",,,,,,,,"Organization/Facility Type",FJ-6350,FJ-6350,
1369,1423,Probation,,,,,,,,Service,FF-0500.6550,FF-0500.6550,
1370,1424,"Process Services",,,,,,,,Service,FJ-6500,FJ-6500,
1371,1425,"County Board of Supervisors Offices",,,,,,,,"Organization/Facility Type",TD-6600.4500-150,TD-6600.4500-150,
