id,name,taxonomy_facet,parent_id,parent_name,vocabulary
RX-8450.3300-300,Inpatient Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
BH-3900.3050-180,Elderly/Disabled Home Rental Listings,Service,,,
BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,Organization/Facility Type,,,
TJ-4500.4500-750,Recordings for the Blind and Dyslexic,Service,,,
TJ-4500.8300-100,Braille Materials/Collections,Service,,,
TJ-4400.8100-180,Disability Related Libraries,Organization/Facility Type,,,
PH-6500.1500-600,Nondelinquent Juvenile Detention Facilities,Organization/Facility Type,,,
ND-1500,Comprehensive Job Assistance Centers,Organization/Facility Type,,,
LF-7000,Pediatric Evaluation,Service,,,
LV-6800,Pediatrics,Service,,,
PH-6100,Parenting Education,Service,,,
LL-3000.7800,Specialty Hospitals,Organization/Facility Type,,,
LL-3000.7800,Specialty Hospitals,Organization/Facility Type,,,
RP-8000.6600,Play Therapy,Service,,,
BH-3800.7000,Rent Payment Assistance,Service,,,
LH-2700.1700,Disease/Disability Information,Service,,,
PN-8100,Support Groups,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
BV-8900.9300-180,Electric Service Payment Assistance,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PL-7400.1500,Computer and Related Technology Classes,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
BV-8900.9300-180,Electric Service Payment Assistance,Service,,,
BH-3800.7000,Rent Payment Assistance,Service,,,
RX-8450.3300-350,Inpatient Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-1700.1700-330,Inpatient Drug Detoxification,Service,,,
RX-1700.1700-500,Opioid Detoxification,Service,,,
RX-1700.1700-650,Outpatient Drug Detoxification,Service,,,
BV-8900.9300-180,Electric Service Payment Assistance,Service,,,
HL-2000.8000,Special Education Assessment,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
FC-8200.1550,Criminal State Trial Courts,Organization/Facility Type,,,
FC-8200.1550,Criminal State Trial Courts,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
BV-8900.9300-180,Electric Service Payment Assistance,Service,,,
BH-3800.7000,Rent Payment Assistance,Service,,,
RM-7000.0500,Adult Residential Treatment Facilities,Organization/Facility Type,,,
DF-7000.2270,Foreclosure Records,Service,,,
HD-1800.3000,Head Start,Named Programs,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
TC-1700,Drop In Centers,Organization/Facility Type,,,
FT-3500.1500,Citizenship and Immigration Services Offices,Named Programs,,,
FT-3500.1500,Citizenship and Immigration Services Offices,Named Programs,,,
FT-3500.1500,Citizenship and Immigration Services Offices,Named Programs,,,
FT-3500.1500,Citizenship and Immigration Services Offices,Named Programs,,,
LT-1750.7935,Sexual Assault Treatment,Service,,,
RP-1400.8000-800,Sexual Assault Counseling,Service,,,
LL-3000.9000,Veterans Affairs Medical Centers,Organization/Facility Type,,,
LL-3000.9000,Veterans Affairs Medical Centers,Organization/Facility Type,,,
LL-3000.9000,Veterans Affairs Medical Centers,Organization/Facility Type,,,
LL-3000.9000,Veterans Affairs Medical Centers,Organization/Facility Type,,,
LL-3000.9000,Veterans Affairs Medical Centers,Organization/Facility Type,,,
LH-6300.3650-600,Patient/Family Housing,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PH-1000,Case/Care Management,Service,,,
LJ-5000.1500,Childbirth Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
RX-8470.8100,Smoking Cessation Support,Service,,,
RX-8450.7900,Smoking Cessation,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
RD-3000.6750,Psychosocial Therapy,Service,,,
LJ-5000,Mother and Infant Care,Service,,,
LJ-5000.0900,Breast Pumps,Service,,,
LJ-5000.6600,Prenatal Care,Service,,,
JR-8200.6500-350,Infant and Child Safety Education,Service,,,
JR-8200.3000-340,Indoor Home Safety Education,Service,,,
JR-8200.8500-160,Child Passenger Safety Seat Inspections,Service,,,
JR-8400.1500,Child Passenger Safety Seats,Service,,,
BM-3000.2000-100,Baby Furniture,Service,,,
LJ-5000.1500,Childbirth Education,Service,,,
BT-8300,Transportation Expense Assistance,Service,,,
LH-2700.2900,Health Fairs,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
PH-1000,Case/Care Management,Service,,,
HD-1800.3000,Head Start,Named Programs,,,
BH-1800.1500-100,Domestic Violence Shelters,Organization/Facility Type,,,
BH-1800.1500-100,Domestic Violence Shelters,Organization/Facility Type,,,
HD-1800.3000,Head Start,Named Programs,,,
HD-1800.3000,Head Start,Named Programs,,,
FN-1500.9100-180,Domestic Violence Intervention Programs,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
BD-1800,Emergency Food,Service,,,
BM-6500.1500,Clothing,Service,,,
FP-0500.3300,Individual Advocacy,Modality/Delivery Format,,,
PN-8100.0200-180,Domestic Violence Support Groups,Organization/Facility Type,,,
RP-1400.8000-020.15,Child Abuse Counseling,Service,,,
FN-1500.1900-150,Child Abuse Prevention,Service,,,
PN-8100.0200-100,Child Abuse Support Groups,Organization/Facility Type,,,
HD-1800.3000,Head Start,Named Programs,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
PH-1400.5000-100,Adult/Child Mentoring Programs,Service,,,
PS-9800,Youth Development,Service,,,
PX,Volunteer Opportunities,Service,,,
RD-6800.6500,Psychotherapy/Psychoanalysis,Service,,,
FF-0500.1800-300,Jail Diversion Programs for Mentally Ill Offenders,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
LH-2700.9500-100,Community Wellness Programs,Service,,,
BD-5000.3500,Home Delivered Meals,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
BD-5000.3500,Home Delivered Meals,Service,,,
LH-2700.9500-100,Community Wellness Programs,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
BD-5000.3500,Home Delivered Meals,Service,,,
LH-2700.9500-100,Community Wellness Programs,Service,,,
FC-8200.1550,Criminal State Trial Courts,Organization/Facility Type,,,
FC-8200.8100-900,Traffic Courts,Organization/Facility Type,,,
FC-8200.8100-900,Traffic Courts,Organization/Facility Type,,,
DT-8500.3300,Federal Tax Collection Agencies,Organization/Facility Type,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
BD-5000.3500,Home Delivered Meals,Service,,,
LH-2700.9500-100,Community Wellness Programs,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
ND-3500.3700,Job Search Resource Centers,Organization/Facility Type,,,
TH-2900.1700-260,Disaster Related Goods Donations Management,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-1500,Conjoint Counseling,Modality/Delivery Format,,,
PH-1000,Case/Care Management,Service,,,
FC-8200,State Trial Courts,Organization/Facility Type,,,
PL-7400.5500,Music Instruction,Service,,,
LH-3500,Health Insurance Information/Counseling,Service,,,
RX-8470.8200,Substance Use Disorder Crisis Intervention,Service,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
DM-1500.1640,Credit Reporting Agencies,Organization/Facility Type,,,
FT-4800,Lawyer Referral Services,Service,,,
BH-1800.3500,Homeless Drop In Centers,Organization/Facility Type,,,
RX-8470.8200,Substance Use Disorder Crisis Intervention,Service,,,
FC-8200.8100-170,Drug Courts,Organization/Facility Type,,,
FF-0500.1800,Diversion Programs,Service,,,
RP-1500.1400-300,Human Trafficking Hotlines,Service,,,
FN-1500.2560,Human Trafficking Prevention,Service,,,
TJ-3200.5000,Medical Information Lines,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RP-1400.2500,General Counseling Services,Service,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
FP-0500.3300,Individual Advocacy,Modality/Delivery Format,,,
TJ-4500,Library Services,Service,,,
BD-5000.3500,Home Delivered Meals,Service,,,
BD-5000.8300,Soup Kitchens,Organization/Facility Type,,,
LF-7000,Pediatric Evaluation,Service,,,
LV-6800,Pediatrics,Service,,,
PH-6100,Parenting Education,Service,,,
PX,Volunteer Opportunities,Service,,,
LH-0500.6450,Organ Procurement Organizations,Organization/Facility Type,,,
TJ-6500,Public Awareness/Education,Service,,,
FP-0500.2500,Group Advocacy,Modality/Delivery Format,,,
JR-6000,911 Services,Service,,,
DF-7000.4590-550,911 Tapes,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
FN-1300,Crime Investigation,Service,,,
FF-1500,Correctional Facilities,Organization/Facility Type,,,
FF-3300.3500,Inmate Visitation Programs,Service,,,
FF-1500,Correctional Facilities,Organization/Facility Type,,,
FF-3300.3500,Inmate Visitation Programs,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
TJ-8000.3000,Health Statistics,Service,,,
DF-7000.1200,Birth Certificates,Service,,,
DF-7000.1700-300,Death Certificates,Service,,,
NL-6000.9500,WIC,Named Programs,,,
JP-1500.1700-800,Tuberculosis Control,Service,,,
LF-4900.8600,Tuberculosis Screening,Service,,,
LT-1750.9000,Tuberculosis Clinics,Service,,,
LF-4900.2200,Hepatitis Testing,Service,,,
RX-8450.7900,Smoking Cessation,Service,,,
RX-8250.8000,Tobacco Use Education/Prevention,Service,,,
HL-8120.8030,Student Health Programs,Service,,,
TD-0300.1300,County Government Departments/Offices,Organization/Facility Type,,,
HL-8120.8030,Student Health Programs,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
PX,Volunteer Opportunities,Service,,,
FP-0500.3300,Individual Advocacy,Modality/Delivery Format,,,
PX,Volunteer Opportunities,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
HH-0500.8000-150,English as a Second Language,Service,,,
PH-1450.7000,Refugee Resettlement Services,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
RD-3000.6750,Psychosocial Therapy,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
LH-2700.6000,Nutrition Education,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
NL-6000.9500,WIC,Named Programs,,,
TD-6500,Planning/Coordinating/Advisory Groups,Organization/Facility Type,,,
LF-4900.2400,HIV Testing,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
JP-1500.1700-050,AIDS/HIV Control,Service,,,
LT-1750.0500,AIDS/HIV Clinics,Service,,,
LN-5000,Mobile Health Care,Organization/Facility Type,,,
LF-4900.8600,Tuberculosis Screening,Service,,,
JP-1500.1700,Disease Specific Communicable Disease Control,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LJ-8000,Sexuality/Reproductive Health Education,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LJ-2000.1000,Birth Control,Service,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
LF-5280,General Laboratory Tests,Service,,,
JP-1500.1700,Disease Specific Communicable Disease Control,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
LF-5280,General Laboratory Tests,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LJ-8000,Sexuality/Reproductive Health Education,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
PH-1000.4500,Long Term Case/Care Management,Service,,,
ND-9000,Vocational Rehabilitation,Service,,,
JR-8200.6500,Personal Safety Education,Service,,,
JR-8200.6500-350,Infant and Child Safety Education,Service,,,
LV-6800,Pediatrics,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
LV-2600,Family and Community Medicine,Service,,,
LV-3300,Internal Medicine,Service,,,
LN-9500,Women's Health Centers,Organization/Facility Type,,,
BD-5000.8300,Soup Kitchens,Organization/Facility Type,,,
FT-3000.1750,Domestic/Family Violence Legal Services,Service,,,
FT-3000.6900,Protective/Restraining Orders,Programs that provide assistance for people who need to obtain l,,,
LF-7100.2500,General Physical Examinations,Service,,,
PH-1000,Case/Care Management,Service,,,
TJ-6500.8500,Subject Specific Public Awareness/Education,Service,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
RP-1400.8000-160,Crime Victim/Witness Counseling,Service,,,
FN-1900.2500,General Crime Victim Assistance,Service,,,
RP-1400.8000-160,Crime Victim/Witness Counseling,Service,,,
LH-2700.9500-100,Community Wellness Programs,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
HH-4500.9500,Youth Literacy Programs,Service,,,
PN-8100.3000,Health/Disability Related Support Groups,Organization/Facility Type,,,
PN-8100.3000,Health/Disability Related Support Groups,Organization/Facility Type,,,
PH-1450.7000,Refugee Resettlement Services,Service,,,
ND-2000.3500-150,Classroom Training,Modality/Delivery Format,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
LH-6600,Pharmacies,Organization/Facility Type,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LV-1600,Dental Care,Service,,,
NL-6000.9500,WIC,Named Programs,,,
RX-8450.1150,Comprehensive Outpatient Substance Use Disorder Treatment,Service,,,
FT-1000.9700,Workers Compensation Benefits Assistance,Service,,,
JP-6500.6500,Pest Control Services,Service,,,
PD-7600.0100,Animal Adoption,Service,,,
PD-7600.0500,Animal Rescue,Service,,,
FF-3300.6400,Prison Ministries,Service,,,
TR-1000.5000,Medical and Health Sciences Research,Service,,,
PN-8100.3000,Health/Disability Related Support Groups,Organization/Facility Type,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
LH-2700,Health Education,Service,,,
PX,Volunteer Opportunities,Service,,,
TD-1600.3100-550,Mental Health Associations,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
TD-1600.3100-160,Constitutional/Civil Rights Groups,Organization/Facility Type,,,
LT-1750.1750,Diabetes Management Clinics,Service,,,
TJ-3200.5000,Medical Information Lines,Service,,,
JD-1500.9500-870,Water Conservation Enforcement,Service,,,
JD-1500.9500-300,Home Water Use Surveys,Service,,,
PD-9000.1800,Emergency Veterinary Services,Service,,,
PD-9000.6000,Neuter/Spay Services,Service,,,
PX,Volunteer Opportunities,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
DD-2100.1000,Better Business Bureaus,Organization/Facility Type,,,
LJ-5000.6600,Prenatal Care,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
LV-6800,Pediatrics,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
